fullVisitorId,visitNumber,medium_cleaned,transactions,revenue_usd
8955197789837199659,2,referral,,
8667865136333212547,1,referral,,
8140958753457814121,1,referral,,
7702451848296407537,2,referral,,
34816412324861771,1,referral,,
3994552052566685991,1,referral,,
3299823169483770681,1,referral,,
5552006376564180049,1,referral,,
7504735381161542139,1,referral,,
173728095649967655,1,referral,,
7387013096674051971,1,referral,,
9743261495781406714,1,referral,,
3313239048663282776,1,referral,,
3322110745797800658,1,referral,,
0038204794834089882,1,referral,,
3252973477921516858,1,referral,,
2680908277851399128,2,referral,,
3919119278891469985,1,referral,,
3017336060661052265,1,Direct,,
0869745335336160568,3,Direct,,
5110031917744575222,1,Direct,,
8929021364990340854,1,Direct,,
6837918156128463002,1,Direct,,
6392008073839424241,1,Direct,,
46426049692277215,1,Direct,,
0550235018201479682,15,Direct,,
6293208273717763938,1,Direct,,
7184337120762550626,2,Direct,,
8592336844986590137,1,Direct,,
9562426364800890495,1,Direct,,
1730161809399542012,1,Direct,,
6722044496805972722,1,Direct,,
6310875785175007686,1,Direct,,
6383227990844000158,1,Direct,,
2489858364943615566,1,Direct,,
1739646495509058149,1,Direct,,
448855952748063526,1,Direct,,
9053409348487906335,1,Direct,,
3528018073464532814,3,Direct,,
0074195242550634602,1,Direct,,
888002097204505936,3,Direct,,
695335984783225048,1,Direct,,
5902392829720702491,1,Direct,,
6085162292978729081,1,referral,,
1892353272364886356,1,Direct,,
9535239581285636404,1,Direct,,
7125797845263567589,2,Direct,,
0860436037611779605,2,Direct,,
2194807878532924955,2,Direct,,
3366243377079591991,1,Direct,,
2444229832456988770,1,Direct,,
6458753577132160315,3,Direct,,
7161706126162791769,1,Direct,,
4096815259232197582,1,Direct,,
239923647469457404,1,Direct,,
5290574590878258598,1,Direct,,
3018969874795858688,7,referral,,
1292188689290733283,1,Direct,,
0424792958790683399,1,Direct,,
4977362697900834629,1,Direct,,
3235534878784786626,1,Direct,,
229082417397378811,4,Direct,,
9430686177990161822,2,referral,,
8921077480999179237,1,Direct,,
6155938849161418862,1,Direct,,
3710964884375583465,1,Direct,,
7219311739596080151,2,Direct,,
1890340492646892710,1,Direct,,
6997821377202432420,1,Direct,,
1834450257591436751,1,Direct,,
9259612237304236469,1,Direct,,
532734190313104084,1,Direct,,
2913067759054132692,16,Direct,,
0807022270847002400,1,Direct,,
2222253083100973224,1,Direct,,
9322065946246071934,1,Direct,,
7641400821682277571,1,Direct,,
293211365422584306,1,Direct,,
9877733231141201441,1,Direct,,
2144007465317169215,1,Direct,,
7093572335657691954,1,Direct,,
9842922997137047935,1,Direct,,
7664030358833604785,1,Direct,,
1292129213914917344,1,Direct,,
3912678545189527448,1,Direct,,
2910756543717796689,2,Direct,,
1660217600457025695,1,Direct,,
3200170732670773989,1,Direct,,
957825281102380422,1,Direct,,
7313065882702173941,1,Direct,,
9362135017099089774,1,Direct,,
9265264134699705876,1,Direct,,
51186236125347886,2,Direct,,
200015697335451911,1,Direct,,
5290791708288248194,1,Direct,,
51186236125347886,3,Direct,,
8093998963253744553,1,Direct,,
0784265188992889484,1,Direct,,
0759336403964569222,1,Direct,,
3285872955358648815,1,Direct,,
3504742665962430614,3,Direct,,
8603428603841665158,2,Direct,,
5148038090884682937,1,Direct,,
305910424231835449,1,Direct,,
4898757395832034513,2,Direct,,
6893136296528481847,2,Direct,,
3877662166463811188,19,Direct,,
7031696568854190536,2,referral,,
5358085327770551745,2,Direct,,
2714373968829426035,4,Direct,,
7610761376579933852,1,Direct,,
0164764831265241688,1,Direct,,
4275552885864868418,3,Direct,,
4325108528561920281,1,Direct,,
54305159825626829,1,Direct,,
